SHENO,GN,fieldcount,Land_ID,Land_Type,Land_Size,Land_Tenancy,Land_TenureLength,Land_Type1,Land_Type2,Land_Type3,Land_Seasonality,Land_IrrigSource1,Land_IrrigSource2,Land_IrrigSource3,Land_IrrigSource4,Land_IrrigSource5,Land_MainTankIrrig,Land_StorageTankIrrig,Land_SluiceName1,Land_SluiceName2,Land_FieldCanalLocation,Land_DCanalName,Land_FCanalNumber,Land_PrepWaterDaysMaha,Land_PrepWaterDaysYala,Land_PrepWaterSatisMaha,Land_PrepWaterSatisYala,Land_GrowingWaterIntervalMaha,Land_GrowingWaterHoursMaha,Land_GrowingWaterIntervalYala,Land_GrowingWaterHoursYala,Land_GrowingWaterSatisMaha,Land_GrowingWaterSatisYala,Land_LatterWaterIntervalMaha,Land_LatterWaterHoursMaha,Land_LatterWaterIntervalYala,Land_LatterWaterHoursYala,Land_LatterWaterSatisMaha,Land_LatterWaterSatisYala,Land_CultivationFrequency,Land_WhyNoCult1,Land_WhyNoCult2,Land_WhyNoCult3,Land_WhyNoCult4,Land_WhyNoCult5,Land_LowYieldDrought,Land_LowYieldOther,filter_$
865,14,5,3,2,1,2,1,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6, , , , ,1,0,0
865,14,5,4,2,1,2,1,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6, , , , ,0,0,0
865,14,5,5,2,1,1,64,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
868,14,3,1,2,1.5,1,13,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
868,14,3,2,2,1,1,6,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
868,14,3,3,2,1,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,1,0
887,14,3,1,1,1.5,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
887,14,3,2,1,1,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
887,14,3,3,2,1,1,8,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
912,7,2,1,1,1,1,45,1, , ,2,4, , , , ,5,11,7,13,1,D13,99,7, ,3, ,7,4, , ,3, ,7,4, , ,3, ,4,1, , , , ,3,2,0
912,7,2,2,1,1.5,1,45,1, , ,2,4, , , , ,5,11,7,13,1,D13,99,7, ,3, ,7,4, , ,3, ,7,4, , ,3, ,4,1, , , , ,3,2,0
932,7,2,1,1,2.5,1,50,1, , ,2,4, , , , ,5,11,7,13,3,D13,99,7, ,3, ,7,5, , ,3, ,7,4, , ,3, ,5,2, , , , ,2,1,0
932,7,2,2,1,.5,7,50,1, , ,5,4, , , , ,5,11,7,13,3,D13,99, ,5, ,2, , ,7,3, ,2, , ,7,2, ,2,5,2, , , , ,2,1,0
976,8,3,1,1,1,1,4,1, , ,1,5, , , , , ,23,4, ,2, , ,7,2,3,2,10,4,10,4,3,2,2,4,7,1,3,2,4,1,3, , , ,4,1,0
976,8,3,2,1,1.5,1,4,1, , ,1,5, , , , , ,23,4, ,1, , ,7,2,3,2,10,6,10,6,3,2,10,4,99,99,3,2,3,1,3, , , ,1,1,0
976,8,3,3,1,.5,7,4,1, , ,5,5, , , , , ,23,4, ,2, , , ,3, ,2, , ,5,3, ,2, , ,5,3, ,2,3,1, , , , ,1,1,0
137,16,4,1,1,2,1,5,1, , ,2,5, , , , , ,53,7, ,1, , ,1, ,3, ,1,2, , ,3, ,1,3, , ,3, ,4,1, , , , ,0,1,0
137,16,4,2,1,.25,1,15,1, , ,2,5, , , , , ,46,4, ,2, , ,1, ,3, ,1,2, , ,3, ,1,3, , ,3, ,4,1, , , , ,0,0,0
137,16,4,3,1,.5,1,15,1, , ,2,5, , , , , ,46,4, ,2, , ,1, ,3, ,1,2, , ,3, ,1,3, , ,3, ,4,1, , , , ,0,0,0
137,16,4,4,2,.5,1,5,2, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,0,1
321,36,7,1,1,1,5,2,1, , ,2,5, , , , , ,92,6, ,1, , ,99, ,3, ,10,2, , ,3, ,10,2, , ,3, ,1,1, , , , ,0,0,0
321,36,7,2,1,.75,5,2,1, , ,2,5, , , , , ,92,6, ,2, , ,5, ,3, ,10,2, , ,3, ,10,2, , ,3, ,1,1, , , , ,0,0,0
321,36,7,3,1,.25,5,2,1, , ,2,5, , , , , ,92,6, ,3, , ,2, ,3, ,10,3, , ,3, ,10,3, , ,3, ,1,1, , , , ,0,0,0
321,36,7,4,1,.5,5,2,1, , ,2,5, , , , , ,92,6, ,3, , ,5, ,3, ,10,3, , ,3, ,10,3, , ,3, ,1,1, , , , ,0,0,0
321,36,7,5,1,.25,5,2,1, , ,2,5, , , , , ,92,6, ,3, , ,3, ,3, ,10,3, , ,3, ,10,3, , ,3, ,1,1, , , , ,0,0,0
321,36,7,6,4,4,1,2,2, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , , , ,0,0,1
321,36,7,7,2,.25,1,6,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
341,36,4,1,1,.75,1,25,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,6,12, , ,3, ,3,12, , ,3, ,4,1, , , , ,0,0,0
341,36,4,2,1,1,1,25,1, , ,2,5, , , , , ,92,6, ,1, , ,99, ,3, ,10,24, , ,2, ,6,24, , ,2, ,4,1, , , , ,0,2,0
341,36,4,3,1,.5,1,25,1, , ,2,5, , , , , ,92,4, ,1, , ,99, ,3, ,6,6, , ,2, ,3,6, , ,2, ,4,1, , , , ,0,0,0
341,36,4,4,1,.5,1,25,1, , ,2,5, , , , , ,95,6, ,2, , ,99, ,3, ,6,3, , ,3, ,4,3, , ,3, ,5,6, , , , ,0,0,0
346,36,4,1,1,1.5,2,25,1, , ,2,5, , , , , ,93,6, ,1, , ,99, ,3, ,7,2, , ,3, ,7,2, , ,3, ,5,1, , , , ,0,0,0
346,36,4,2,1,1,2,25,1, , ,2,5, , , , , ,93,6, ,2, , ,99, ,3, ,7,2, , ,3, ,7,3, , ,3, ,5,1, , , , ,1,1,0
346,36,4,3,1,.25,2,25,1, , ,2,5, , , , , ,95,6, ,2, , ,99, ,3, ,3,1, , ,3, ,3,1, , ,3, ,5,1, , , , ,1,1,0
346,36,4,4,2,4,2,23,2, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,1
424,20,6,1,1,1.5,1,30,2,1, ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1, , , , ,1,1,1
424,20,6,2,1,3,2,30,1, , ,1,5, , , , , ,68,7, ,3, , ,15,13,3,3,2,30,4,30,3,2,2,48,3,24,2,2,9,1, , , , ,7,9,0
424,20,6,3,2,2,2,30,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,6, , , ,0,2,1
424,20,6,4,2,2,1,30,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,1,1,1
424,20,6,5,2,1.75,1,30,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , , ,1,1,1
424,20,6,6,2,2,1,40,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,1
803,13,1,1,1,2.75,3,10,1, , ,1,2, , , , ,4, ,1, ,1,D9,FC130,14,14,3,2,10,48,5,48,3,2,15,48,10,48,3,2,7,2, , , , ,0,2,0
833,13,3,1,1,1.5,1,20,1, , ,1,2, , , , ,4, ,1, ,2,D9,F28,15,15,3,3,7,6,7,6,3,3,7,6,7,6,3,3,10, , , , , ,1,1,0
833,13,3,2,2,1.5,2,35,1, , ,1,5,8, , , , ,31,5, ,3, , ,99,15,4,3,99,99,5,12,3,3,99,99,5,12,3,3,7,1, , , , ,1,0,0
833,13,3,3,2,.5,2,35,2, , ,1,8,11, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,1,0,0
112,16,2,1,1,3,1,15,1, , ,2,5, , , , , ,47,5, ,3, , ,8, ,3, ,7,12, , ,3, ,7,12, , ,3, ,4,1, , , , ,1,1,0
112,16,2,2,2,1,1,15,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,1,1
116,16,5,1,1,.5,2,1,1, , ,2,5, , , , , ,46,5, ,2, , ,2, ,3, ,7,2, , ,3, ,7,2, , ,3, ,1,6, , , , ,0,0,0
116,16,5,2,1,.5,3,10,1, , ,2,5, , , , , ,46,5, ,2, , ,3, ,3, ,5,3, , ,3, ,5,3, , ,3, ,3,6, , , , ,0,0,0
116,16,5,3,1,2,3,2,1, , ,2,5, , , , , ,47,4, ,3, , ,3, ,3, ,5,12, , ,3, ,5,12, , ,3, ,2,6, , , , ,0,0,0
116,16,5,4,2,.5,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , , ,0,1,0
116,16,5,5,2,1,1,2,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , , , ,0,0,0
129,16,3,1,1,1,1,45,1, , ,2,5, , , , , ,46,4, ,3, , ,10, ,3, ,5,4, , ,3, ,6,4, , ,3, ,4,1, , , , ,0,0,0
129,16,3,2,1,1,1,45,1, , ,2,5, , , , , ,46,5, ,1, , ,10, ,3, ,5,4, , ,3, ,6,4, , ,3, ,4,1, , , , ,0,0,0
129,16,3,3,1,1,1,45,1, , ,2,5, , , , , ,46,4, ,3, , ,10, ,3, ,5,4, , ,3, ,5,4, , ,3, ,4,1, , , , ,0,0,0
136,16,6,1,1,1.5,1,30,1, , ,1,5, , , , , ,46,5, ,1, , ,15,20,3,3,6,6,7,8,3,3,6,6,7,8,3,3,7,1, , , , ,0,0,0
136,16,6,2,1,1,1,20,1, , ,2,5, , , , , ,46,5, ,2, , ,3, ,3, ,7,5, , ,3, ,10,6, , ,3, ,5,1, , , , ,5,0,0
136,16,6,3,1,1,1,20,1, , ,2,5, , , , , ,46,5, ,3, , ,3, ,3, ,7,5, , ,2, ,10,99, , ,2, ,5,1, , , , ,5,0,0
136,16,6,4,1,.25,1,20,1, , ,2,5, , , , , ,46,5, ,2, , ,2, ,3, ,4,4, , ,3, ,10,99, , ,2, ,5,1, , , , ,5,0,0
136,16,6,5,1,.5,1,20,1, , ,2,5, , , , , ,46,4, ,2, , ,2, ,3, ,7,4, , ,3, ,8,99, , ,2, ,5,1, , , , ,5,0,0
136,16,6,6,4,2,8,5,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
201,15,2,1,1,3,3,20,1, , ,1,2, , , , ,1, ,2, ,1,D9,RB2,25,20,3,3,3,24,3,24,3,3,7,24,7,24,3,3,8,1, , , , ,3,1,0
201,15,2,2,2,.5,2,25,2, , ,3,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,2,0
202,15,1,1,1,3,3,45,1, , ,1,2, , , , ,1, ,2, ,3,99,99,20,25,3,2,71,8,71,10,3,2,35,8,35,10,3,2,6,1, , , , ,2,0,0
204,15,1,1,1,3,2,10,1, , ,1,2, , , , ,1, ,1, ,3,D-09,RB-03,8,12,3,3,5,48,5,72,2,2,10,48,10,72,3,2,4,1, , , , ,1,1,0
206,15,2,1,1,3,2,15,1, , ,1,2, , , , ,1, ,2, ,1,D-08,RB-07,5,5,3,3,7,24,7,36,3,3,10,24,10,36,3,2,7,1, , , , ,1,0,0
206,15,2,2,2,2.5,2,15,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, , , , ,0,0,0
207,15,2,1,1,3,2,8,1, , ,1,2, , , , ,1, ,1, ,2,D-8,RB-4,10,10,3,3,7,36,7,36,3,3,10,24,10,36,3,3,4,1,5, , , ,0,0,0
207,15,2,2,4,1,6,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6, , , , ,0,0,0
210,15,2,1,1,3,1,20,1, , ,1,2, , , , ,1, ,1, ,3,D 8,RB 2,15,10,2,2,7,24,7,24,2,2,5,24,5,24,2,2,6,2, , , , ,2,2,0
210,15,2,2,2,2,1,17,2, , ,3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , ,2,0,1
212,15,2,1,1,3,2,42,1, , ,1,2, , , , ,1, ,1, ,2,D8,RB-2,15,15,3,3,7,24,7,24,3,3,7,24,7,24,3,3,8,6, , , , ,0,0,0
212,15,2,2,2,2,2,42,2,3, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,0,0,0
215,15,2,1,1,3,2,10,1, , ,1,2, , , , ,1, ,1, ,3,D8,RB2,30,20,3,3,8,6,8,6,3,3,10,24,10,24,3,3,7,1, , , , ,0,0,0
215,15,2,2,2,1.5,6,8,2, , ,1,5, , , , , ,42,7, ,4, , ,99,99,4,4,99,99,99,99,4,4,99,99,99,99,4,4,8,1, , , , ,0,0,0
220,15,2,1,1,3,2,25,1, , ,1,2, , , , ,1, ,1, ,1,D-08,RB-02,15,12,3,3,7,24,7,36,3,3,10,24,10,36,3,3,8,1, , , , ,0,0,0
220,15,2,2,2,2,2,20,3, , ,6,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,0,0
221,15,2,1,1,3,2,12,1, , ,1,2, , , , ,1, ,2, ,2,D-8,RB-05,8,10,3,3,7,24,7,36,3,3,10,24,10,36,3,3,7,1, , , , ,0,0,0
221,15,2,2,2,2,2,12,3, , ,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,0,0,0
222,15,3,1,2,3,2,25,1, , ,1,2, , , , ,1, ,2, ,3,D-6,RB-6,15,25,3,3,6,24,6,24,3,3,10,6,10,24,3,3,8,1, , , , ,0,0,0
222,15,3,2,2,1,1,3,2, , ,3,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,1,0,1
222,15,3,3,2,2,2,99,3, , ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0
223,15,1,1,1,3,2,10,1, , ,1,2, , , , ,1, ,1, ,1,D 09,RB 01,2,3,2,2,5,60,5,60,2,2,10,50,10,50,2,2,8,1, , , , ,0,0,0
224,15,2,1,1,3,2,15,1, , ,1,2, , , , ,1, ,1, ,2,D-09,LB-07,5,7,3,3,7,24,7,24,3,3,10,24,10,36,3,3,6,1, , , , ,0,0,0
224,15,2,2,2,2,8,39,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,0
227,15,1,1,1,3,1,30,1, , ,1,2, , , , ,1, ,2, ,3,99,99,25,25,2,2,7,24,7,24,2,2,3,24,3,24,3,3,3,1, , , , ,1,0,0
228,15,2,1,1,3,1,30,1,2, ,1,2, , , , ,1, ,1, ,1,D 9,LB 2,20,25,3,3,5,24,7,24,3,3,3,24,3,24,3,3,4,1, , , , ,0,0,0
228,15,2,2,2,2,1,30,3, , ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,1
232,15,1,1,1,3,2,2,1, , ,1,2, , , , ,1, ,2, ,3,D9,RB1,30,20,3,2,4,48,4,48,3,2,7,4,7,48,3,2,2,1, , , , ,0,0,0
236,15,2,1,1,3,3,2,1, , ,1,2, , , , ,1, ,1, ,2,D9,RB4,15,15,3,3,5,36,5,36,3,2,3,36,3,36,3,3,3,1,6, , , ,0,0,0
236,15,2,2,2,.5,6,4,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,6, , , ,0,0,0
237,15,2,1,1,3,2,9,1, , ,1,2, , , , ,1, ,2, ,2,D9,LB - 3,14,14,3,3,4,24,4,24,3,1,8,48,8,48,3,1,7,1, , , , ,1,0,0
237,15,2,2,2,2,2,9,2,3, ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,0,1
239,15,3,1,1,3,2,25,1, , ,1,2, , , , ,1, ,2, ,1,D-8,RB-5,25,30,3,3,5,24,5,24,3,3,3,24,3,24,3,3,6,1, , , , ,0,0,0
239,15,3,2,2,1,2,25,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,0,0
239,15,3,3,2,2,2,50,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,0
244,15,2,1,1,3,2,50,1, , ,1,2, , , , ,1, ,1, ,3,D9,RB1,99,15,3,3,6,76,6,76,3,3,6,76,6,76,3,3,8,1, , , , ,2,1,0
244,15,2,2,2,.5,2,10,2, , ,3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6, , , , ,1,0,1
245,15,3,1,1,3,6,40,1, , ,2,2, , , , ,1, ,1, ,1,D9,RB1,20, ,3, ,5,72, , ,3, ,5,72, , ,3, ,8,1, , , , ,3,0,0
245,15,3,2,2,2,2,40,3, , ,6,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,2,0,1
245,15,3,3,2,3,2,30,3, , ,6,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,2,0,1
249,15,2,1,1,3,2,20,1, , ,1,2, , , , ,1, ,2, ,2,D09,RB01,20,20,3,3,7,24,7,36,3,3,10,24,10,36,3,3,8,1, , , , ,0,0,0
249,15,2,2,2,2.5,2,20,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,0,0
253,15,2,1,1,3,1,5,1, , ,1,2, , , , ,1, ,1, ,3,D17,99,15,10,3,2,10,10,15,10,3,2,5,5,8,10,3,1,5,1, , , , ,5,0,0
253,15,2,2,3,2,1,30,3, , ,6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4, , , , ,0,0,1
255,15,2,1,1,3,2,18,1, , ,1,2, , , , ,1, ,2, ,1,D09,RB04,10,10,3,3,7,24,7,36,3,3,10,24,10,24,3,3,8,1, , , , ,0,0,0
255,15,2,2,2,2,2,2,3, , ,6,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,1
257,15,2,1,2,2,2,16,2, , ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,6,1
257,15,2,2,1,3,3,2,1, , ,1,2, , , , ,1, ,1, ,3,99,99,30,15,3,3,7,8,7,8,3,3,10,8,10,8,3,3,4,6, , , , ,1,1,0
311,36,4,1,1,1,1,15,1, , ,2,5, , , , , ,92,6, ,2, , ,15, ,3, ,7,3, , ,3, ,7,3, , ,3, ,4,1, , , , ,0,0,0
311,36,4,2,1,1,1,3,1, , ,2,5, , , , , ,92,6, ,3, , ,99, ,3, ,10,48, , ,3, ,7,48, , ,3, ,2,1, , , , ,0,0,0
311,36,4,3,1,1,1,6,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
311,36,4,4,4,1.5,1,25,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
331,36,3,1,1,2,1,3,1, , ,2,5, , , , , ,97,5, ,3, , ,5, ,3, ,3,3, , ,3, ,3,2, , ,3, ,3,1, , , , ,1,2,0
331,36,3,2,1,1,1,45,1, , ,2,5, , , , , ,97,5, ,3, , ,1, ,3, ,4,12, , ,3, ,3,5, , ,3, ,3,1, , , , ,1,2,0
331,36,3,3,2,.5,1,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,1,2,0
336,36,2,1,4,1,5,1,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , , , ,0,0,1
336,36,2,2,2,3,5,1,1, , ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6, , , , ,0,0,1
405,20,5,1,1,3,1,20,1,2, ,2,5, , , , , ,68,7, ,1, , ,12, ,3, ,4,48, , ,3, ,4,48, , ,3, ,4,1,6, , , ,4,4,0
405,20,5,2,1,.5,1,20,1, , ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,10,0
405,20,5,3,2,3,1,15,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,5,0
405,20,5,4,2,2.5,1,10,1, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,10,1
405,20,5,5,2,.5,1,10,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,10,1
454,19,1,1,1,3,3,2,1, , ,1,3, , , , ,2,61,7, ,3,D1,FC4,25,25,3,3,7,72,7,72,3,3,7,72,7,72,3,3,10, , , , , ,0,4,0
456,19,2,1,1,3,1,5,1, , ,1,3, , , , ,2,61,7, ,3,D1,FC4,30,30,3,3,4,36,4,36,1,1,3,36,3,36,3,3,10, , , , , ,2,10,0
456,19,2,2,1,2,3,6,1, , ,3,3, , , , ,2,61,7, ,2,99,FC34, ,30, ,3, , ,3,72, ,3, , ,3,72, ,3,1,6, , , , ,0,0,0
460,19,1,1,1,3,1,15,1, , ,1,3, , , , ,2,61,7, ,2,D1,FC6,99,99,3,3,7,36,7,36,3,2,7,36,7,36,3,3,10, , , , , ,1,8,0
464,19,1,1,1,3,1,35,1, , ,1,3, , , , ,2,61,7, ,1,D1,FC4/A,15,15,3,3,4,72,4,72,3,2,4,72,4,72,3,2,10, , , , , ,3,3,0
466,19,1,1,1,3,1,30,1, , ,1,3, , , , ,2,61,7, ,3,D 2,FC 13,15,15,3,3,4,48,4,48,3,3,4,48,4,48,3,2,10, , , , , ,2,1,0
468,19,2,1,1,3,1,7,1, , ,1,3, , , , ,2,61,7, ,3,D 2,FC 8,15,15,3,2,3,72,3,72,3,2,3,72,3,72,3,2,10, , , , , ,1,3,0
468,19,2,2,1,3,3,1,1, , ,1,3, , , , ,2,61,7, ,2,D 2,FC 8,15,15,3,2,3,72,3,72,3,2,3,72,3,72,3,2,10, , , , , ,1,3,0
473,19,1,1,1,3,1,25,1, , ,1,3, , , , ,2,61,7, ,2,D1,99,99,99,2,2,7,72,7,72,3,1,7,72,7,72,2,1,10, , , , , ,5,1,0
476,19,1,1,1,3,1,35,1, , ,1,3, , , , ,2,61,7, ,1,D-1,FC 5,99,99,3,3,3,48,3,48,3,2,3,48,3,48,3,2,10, , , , , ,2,5,0
478,19,1,1,1,3,1,40,1, , ,1,3,7, , , ,2,61,7, ,3,D2,FC13,99,99,3,3,7,72,7,72,3,2,7,72,7,72,3,2,10, , , , , ,4,5,0
482,19,1,1,1,3,1,18,1, , ,1,3, , , , ,2,61,7, ,1,D 2,F C7,15,15,3,3,3,36,7,36,3,3,7,36,7,36,3,3,10, , , , , ,1,4,0
507,23,2,1,1,1,2,35,1, , ,1,4, , , , ,3,71,2, ,3,99,99,21,30,3,3,4,8,3,9,3,3,30,15,30,15,3,3,10, , , , , ,3,3,0
507,23,2,2,1,2,3,35,1, , ,1,4, , , , ,3,71,2, ,3,99,99,21,30,3,3,4,8,3,9,3,3,30,15,30,15,3,3,10, , , , , ,3,3,0
526,23,1,1,1,3,1,40,1, , ,1,4, , , , ,3,71,2, ,3,99,99,7,7,3,3,7,6,7,6,3,3,7,6,7,6,3,3,10, , , , , ,2,3,0
534,23,1,1,1,3,1,50,1, , ,1,4, , , , ,3,71,2, ,1,99,99,30,30,3,3,7,6,7,6,3,3,7,6,7,6,3,3,10, , , , , ,0,2,0
543,23,2,1,1,2,3,2,1, , ,1,4, , , , ,3,71,2, ,2,99,99,15,15,3,3,3,8,3,8,3,3,5,8,5,8,3,3,4,6, , , , ,1,1,0
543,23,2,2,1,1,2,10,1, , ,1,4, , , , ,3,71,2, ,2,99,99,15,15,3,3,3,8,3,8,3,3,5,8,5,8,3,3,10, , , , , ,3,2,0
544,23,1,1,1,3,3,1,1, , ,1,4, , , , ,3,71,2, ,3,99,99,14,14,3,3,5,5,3,12,3,3,7,4,5,8,3,3,2,6, , , , ,0,1,0
569,23,2,1,1,2,2,30,1, , ,1,4, , , , ,3,71,2, ,2,99,99,20,20,3,3,7,6,3,12,3,3,7,6,5,12,3,3,10, , , , , ,0,4,0
569,23,2,2,1,1,2,30,1, , ,1,4, , , , ,3,71,2, ,1,99,99,20,20,2,2,7,4,3,12,3,3,7,4,5,12,3,3,10, , , , , ,0,2,0
571,23,2,1,1,1,1,30,1, , ,1,4, , , , ,3,71,2, ,2,RB17,99,10,10,3,3,3,18,3,18,3,3,6,10,6,12,3,3,10, , , , , ,0,2,0
571,23,2,2,1,2,3,15,1, , ,1,4, , , , ,3,71,2, ,2,RB17,99,10,10,3,3,3,18,3,18,3,3,6,10,6,12,3,3,10, , , , , ,0,2,0
575,23,2,1,1,1,1,25,1, , ,1,4, , , , ,3,71,2, ,3,RB 17,99,6,6,3,3,3,18,3,18,3,3,4,3,4,3,3,3,10, , , , , ,0,3,0
575,23,2,2,1,2,3,1,1, , ,1,4, , , , ,3,71,2, ,2,RB 17,99,6,6,3,3,3,18,3,18,3,3,4,3,4,3,3,3,2,6, , , , ,0,0,0
608,24,2,1,1,3,3,2,1, , ,1,5, , , , , ,76,7, ,2, , ,14,14,3,3,7,6,7,6,3,3,7,6,7,6,3,3,4,6, , , , ,0,0,0
608,24,2,2,2,2,1,10,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,3,0
616,24,2,1,1,3,1,32,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,6,3,3,7,6,7,6,2,2,10, , , , , ,1,0,0
616,24,2,2,2,2,5,3,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6, , , , ,3,1,0
620,24,2,1,1,3,3,2,1, , ,1,5, , , , , ,76,7, ,3, , ,30,30,2,2,3,4,3,4,3,3,3,4,3,4,2,2,4,6, , , , ,0,2,0
620,24,2,2,2,1.5,3,5,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,4,0
630,24,3,1,2,1.5,1,23,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
630,24,3,2,1,1.5,3,20,1, , ,1,5, , , , , ,76,7, ,2, , ,14,21,3,2,7,5,7,7,2,2,10,6,10,6,2,2,10, , , , , ,2,2,0
630,24,3,3,2,3.5,3,20,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,3,0,0
637,24,2,1,1,3,1,1,1,2, ,1,5, , , , , ,78,7, ,2, , ,99,14,4,3,99,99,14,8,4,3,99,99,8,8,4,2,10, , , , , ,0,6,0
637,24,2,2,3,1.5,1,20,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,0,0
649,24,1,1,2,3,3,2,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,1,0
702,25,2,1,1,4,2,20,1, , ,1,3, , , , ,6,81,2, ,3,99,FC8,21,14,3,3,3,6,5,6,3,2,7,6,5,4,3,1,10, , , , , ,2,0,0
702,25,2,2,3,1.5,2,20,3, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,0
